,pair,Censored_Category_Similarity,proportion-similarity,Blocking_Proportion_Similarity,Overall_Similarity,PercentRangeGroup,country_code_alpha3_A,country_code_alpha3_B
1349,"('US', 'AU')",99.6655948005868,0.999979826402723,0.9998127664205446,50.332703783503675,50,USA,AUS
866,"('MX', 'HU')",99.67187864046046,0.9992956263356171,0.9932891588170386,50.33258389963875,50,MEX,HUN
1381,"('US', 'NZ')",99.6665177839341,0.9998355292856257,0.9984369440324503,50.33247736398327,50,USA,NZL
1085,"('RO', 'FR')",99.65724326842945,0.999873426429743,0.99879828000624,50.32802077421785,50,ROU,FRA
45,"('AU', 'JP')",99.6519522010208,0.9996065446070614,0.9962536554565127,50.32410292823866,50,AUS,JPN
1366,"('US', 'HU')",99.64998443069598,0.9993827066812935,0.994119439362864,50.32205193502942,50,USA,HUN
1371,"('US', 'JP')",99.64517543435679,0.9996267182043383,0.9964460036290909,50.32081071899294,50,USA,JPN
1382,"('US', 'PE')",99.64568775573228,0.9995316079765649,0.9955391609745755,50.32061345835343,50,USA,PER
424,"('FR', 'DK')",99.64138834477902,0.9998344766328637,0.9984269073576649,50.31990762606834,50,FRA,DNK
962,"('NO', 'DZ')",99.64314387133675,0.9996098400460673,0.9962850763113026,50.31971447382403,50,NOR,DZA
917,"('NL', 'DK')",99.64033974712936,0.9997081271966848,0.9972222098105831,50.318780978469974,50,NLD,DNK
931,"('NL', 'LT')",99.63964051391847,0.9995618661761784,0.9958276622924745,50.31773408810547,50,NLD,LTU
419,"('FR', 'CA')",99.63578468666535,0.9998800358783186,0.9988612987796313,50.31732299272249,50,FRA,CAN
631,"('JP', 'HU')",99.63148998313301,0.9997559884769551,0.997678550326897,50.31458426672995,50,JPN,HUN
868,"('MX', 'IL')",99.63787980941225,0.9989167671426333,0.9896768693262449,50.31377833936925,50,MEX,ISR
40,"('AU', 'HU')",99.626766125871,0.9993625330840166,0.9939270911902858,50.310346608530644,50,AUS,HUN
965,"('NO', 'IL')",99.62093632035628,0.999470765446591,0.9949590487965199,50.3079476845764,50,NOR,ISR
1101,"('RO', 'PL')",99.61434148587955,0.9995059341363605,0.9952943699153207,50.30481792789743,50,ROU,POL
438,"('FR', 'PL')",99.6043990554256,0.9996325077066175,0.9965012045022046,50.300450129963906,50,FRA,POL
372,"('ES', 'IL')",99.60354457895832,0.9995745256795877,0.9959483662161779,50.29974647258725,50,ESP,ISR
374,"('ES', 'IS')",99.60097930499111,0.9992576003164515,0.9929265940648763,50.296952949528,50,ESP,ISL
840,"('MD', 'IS')",99.58992979942354,0.9999853881865609,0.9998657960782114,50.29489779775088,50,MDA,ISL
1374,"('US', 'LT')",99.58713481818768,0.9998747193853044,0.9988106078839133,50.292972713035795,50,USA,LTU
677,"('KE', 'HU')",99.58955480943162,0.9992901121579318,0.9932365830673362,50.29139569624948,50,KEN,HUN
681,"('KE', 'IS')",99.5868838480745,0.9992281783280843,0.9926460657278442,50.28976495690117,50,KEN,ISL
876,"('MX', 'NZ')",99.59275682068474,0.9985138623025362,0.9858353130261052,50.28929606685542,50,MEX,NZL
873,"('MX', 'MD')",99.5832606478174,0.9992190806923305,0.9925593229626339,50.287909985390016,50,MEX,MDA
839,"('MD', 'IL')",99.57418988984892,0.9996976864503029,0.9971226609567349,50.28565627540283,50,MDA,ISR
437,"('FR', 'NO')",99.56816416136783,0.9998957033452607,0.9990106825803419,50.28358742197409,50,FRA,NOR
673,"('KE', 'ES')",99.58101737726453,0.9984857786445358,0.9855675451995966,50.283292461232065,50,KEN,ESP
929,"('NL', 'KE')",99.5819876714414,0.9983599656300994,0.9843679622456386,50.28317781684352,50,NLD,KEN
685,"('KE', 'MX')",99.55718265913521,0.9999944858223148,0.9999525388434215,50.27856759898931,50,KEN,MEX
569,"('IL', 'PL')",99.56081274347282,0.9992075698079478,0.9924495707183825,50.2766311570956,50,ISR,POL
1352,"('US', 'BR')",99.5680625776088,0.9981209902452215,0.9820894157900165,50.27507599669941,50,USA,BRA
506,"('HU', 'DK')",99.54132850032468,0.9993617262754827,0.993919398553966,50.267623949439326,50,HUN,DNK
1389,"('US', 'SC')",99.53656165842841,0.999796146423205,0.9980614422558691,50.26731155034214,50,USA,SYC
939,"('NL', 'PL')",99.52443071949794,0.9997588571427964,0.9977059020492864,50.26106831077362,50,NLD,POL
638,"('JP', 'LT')",99.52368952434799,0.999751998819034,0.9976405103383015,50.26066501734314,50,JPN,LTU
1014,"('PE', 'AT')",99.5246170723591,0.9988694992217931,0.9892261862839304,50.25692162932152,50,PER,AUT
315,"('CO', 'SC')",99.51368586588525,0.9997045327543781,0.9971879380642188,50.25543690197473,50,COL,SYC
378,"('ES', 'MX')",99.52019031102193,0.998491292822221,0.985620120949299,50.25290521598561,50,ESP,MEX
780,"('LT', 'MX')",99.51459903818603,0.9988036136316063,0.9885979902959903,50.25159851424101,50,LTU,MEX
512,"('HU', 'IS')",99.50058100921798,0.9999380661701525,0.9994145972536318,50.24999780323581,50,HUN,ISL
618,"('JP', 'BR')",99.51157563626461,0.9984942720408831,0.9856485267540496,50.24861208150933,50,JPN,BRA
993,"('NZ', 'IL')",99.49898725745166,0.999597095159903,0.9961635582929852,50.247575407872326,50,NZL,ISR
995,"('NZ', 'IS')",99.49828880743947,0.9992801697967668,0.9931417861416836,50.24571529679057,50,NZL,ISL
518,"('HU', 'PL')",99.49911729091366,0.998828710614964,0.9888372812275888,50.243977286070624,50,HUN,POL
1181,"('SE', 'IL')",99.48959980118431,0.9994425877011498,0.9946903838792724,50.24214509253179,50,SWE,ISR
1016,"('PE', 'BR')",99.49478792079111,0.9985893822686566,0.9865553694085649,50.24067164509984,50,PER,BRA
55,"('AU', 'NZ')",99.47520141870673,0.9998557028829026,0.9986292922050286,50.23691535545588,50,AUS,NZL
1082,"('RO', 'DZ')",99.43754762732915,0.9998407102710637,0.9984863429109684,50.21801698512006,50,ROU,DZA
640,"('JP', 'MD')",99.43313952607048,0.9998325341202419,0.9984083861813027,50.21577395612589,50,JPN,MDA
775,"('LT', 'IS')",99.41691326853088,0.9995699211258368,0.9959044634115677,50.20640886597122,50,LTU,ISL
277,"('CO', 'BR')",99.4249917129103,0.9986203110676384,0.9868502646561765,50.205920988783234,50,COL,BRA
936,"('NL', 'NO')",99.41189217356364,0.9999779472185605,0.9997948490588251,50.20584351131124,50,NLD,NOR
773,"('LT', 'IL')",99.40958405876106,0.999886846488973,0.9989262355628693,50.20425514716196,50,LTU,ISR
802,"('LU', 'BE')",99.40265010019334,0.9998057386025373,0.9981529003205999,50.20040150025697,50,LUX,BEL
643,"('JP', 'NL')",99.39595853488467,0.9993138649952125,0.9934630580376532,50.19471079646116,50,JPN,NLD
980,"('NZ', 'BR')",99.40762825006396,0.9979565195308472,0.980521245229343,50.19407474764665,50,NZL,BRA
1379,"('US', 'NL')",99.38556936651554,0.9996871467908741,0.9970221690016863,50.19129576775861,50,USA,NLD
27,"('AU', 'BR')",99.38100887180424,0.9981008166479445,0.9818970676174373,50.18145296971084,50,AUS,BRA
636,"('JP', 'KE')",99.36937601549904,0.999046100634887,0.9909100188011093,50.18014301715007,50,JPN,KEN
341,"('DK', 'DZ')",99.35758888371464,0.9998796600679429,0.9988577155595436,50.17822329963709,50,DNK,DZA
48,"('AU', 'LT')",99.34735271475178,0.9998545457880273,0.998618259711334,50.17298548723156,50,AUS,LTU
916,"('NL', 'CZ')",99.33757930383874,0.9994012403417589,0.9942961513132802,50.16593772757601,50,NLD,CZE
273,"('CO', 'AT')",99.342017455491,0.9988385704228113,0.9889312910363188,50.16547437326366,50,COL,AUT
791,"('LT', 'SC')",99.32648512413513,0.9999214270379007,0.9992559489650797,50.16287053655011,50,LTU,SYC
307,"('CO', 'NZ')",99.32787323650808,0.9993362084632087,0.9936760951662894,50.16077466583719,50,COL,NZL
365,"('ES', 'DK')",99.32137255262238,0.9998339402111212,0.998421792764541,50.15989717269346,50,ESP,DNK
878,"('MX', 'PL')",99.33026978096619,0.9981243369505811,0.9821213254515035,50.156195553208846,50,MEX,POL
811,"('LU', 'IL')",99.31410166186573,0.9996341616153341,0.9965169739415808,50.15530931790366,50,LUX,ISR
1179,"('SE', 'HU')",99.31478755174925,0.9990637285081659,0.9910780943884777,50.152932823068866,50,SWE,HUN
296,"('CO', 'JP')",99.30337583775788,0.9998739609732447,0.998803376690996,50.15108960722444,50,COL,JPN
1348,"('US', 'AT')",99.29603210888696,0.9993378912452282,0.9936921399024788,50.14486212439472,50,USA,AUT
985,"('NZ', 'CZ')",99.2835557355639,0.9995496228365105,0.9957109263440443,50.13963333095397,50,NZL,CZE
679,"('KE', 'IL')",99.28919223349317,0.998911252964948,0.9896242935765415,50.139408263534854,50,KEN,ISR
641,"('JP', 'MX')",99.27990363724814,0.9990516148125722,0.9909625945508117,50.135433115899474,50,JPN,MEX
861,"('MX', 'DK')",99.28252642674762,0.9986573526110999,0.9872034427778819,50.13486493476275,50,MEX,DNK
626,"('JP', 'ES')",99.27155596009803,0.9994396780096487,0.9946626409916101,50.13310930054482,50,JPN,ESP
610,"('IS', 'PT')",99.26814671517835,0.9994550800094016,0.9948094936558057,50.13147810441708,50,ISL,PRT
1043,"('PE', 'SC')",99.25666261657327,0.9997354615533599,0.9974828333118303,50.12707272494255,50,PER,SYC
517,"('HU', 'NO')",99.26203711213863,0.9990919062536071,0.9913467593057251,50.12669193572218,50,HUN,NOR
946,"('NL', 'SE')",99.24298854152411,0.9999938750359983,0.9999467152101753,50.12146762836714,50,NLD,SWE
1175,"('SE', 'DZ')",99.24054450341856,0.9995816623006261,0.9960164113940541,50.11828045740631,50,SWE,DZA
633,"('JP', 'IL')",99.23576011021092,0.999865152330061,0.9987193893685561,50.11723974978974,50,JPN,ISR
835,"('MD', 'DK')",99.23537764600128,0.9994382719187694,0.9946492344083717,50.11501344020483,50,MDA,DNK
57,"('AU', 'PL')",99.23140354112483,0.9994661775309475,0.994915304630427,50.11315942287763,50,AUS,POL
1006,"('NZ', 'SC')",99.22905874794061,0.9996316757088307,0.9964932716951955,50.11277600981791,50,NZL,SYC
1089,"('RO', 'IL')",99.2223936916096,0.9997016356715873,0.9971603153961857,50.10977700350289,50,ROU,ISR
1376,"('US', 'MD')",99.22199114493932,0.9994592523245802,0.9948492752172696,50.10842021007829,50,USA,MDA
50,"('AU', 'MD')",99.22058332200046,0.9994390787273032,0.9946569270446903,50.107620124522576,50,AUS,MDA
500,"('HU', 'BR')",99.22518775598832,0.998738283563928,0.9879750910202765,50.106581423504295,50,HUN,BRA
844,"('MD', 'PL')",99.22026033265374,0.9989052562582507,0.9895671170819934,50.10491372486786,50,MDA,POL
764,"('LT', 'CZ')",99.21030931073133,0.9998393741655804,0.9984736036139285,50.10439145717263,50,LTU,CZE
300,"('CO', 'LT')",99.20817267073954,0.9996259597922788,0.9964387724361745,50.10230572158786,50,COL,LTU
523,"('HU', 'SC')",99.20630697285047,0.9995865602580886,0.9960631117001199,50.1011850422753,50,HUN,SYC
383,"('ES', 'PL')",99.20447772023392,0.9996330441283601,0.9965063190953285,50.10049201966463,50,ESP,POL
1368,"('US', 'IL')",99.19473976090829,0.9997615658742773,0.9977317288536587,50.09623574488098,50,USA,ISR
380,"('ES', 'NO')",99.18781284291644,0.9998962397670033,0.9990157971734658,50.09341432004496,50,ESP,NOR
331,"('CZ', 'IL')",99.18475852065455,0.9999525276766075,0.9995524826441831,50.092155501649366,50,CZE,ISR
804,"('LU', 'CA')",99.18445309964584,0.9999391353923224,0.9994247919119092,50.09193894577887,50,LUX,CAN
670,"('KE', 'CZ')",99.1871524514161,0.9989587252883405,0.9900769255254823,50.08861468847079,50,KEN,CZE
566,"('IL', 'DZ')",99.17050065511202,0.9998609254005236,0.9986790870783411,50.08458987109518,50,ISR,DZA
1372,"('US', 'KE')",99.18162016863464,0.9986728188392253,0.9873509078370762,50.08448553823586,50,USA,KEN
759,"('LT', 'BR')",99.18322369390718,0.9982462708599171,0.9832839224992271,50.0832538082032,50,LTU,BRA
274,"('CO', 'AU')",99.16567216304665,0.9994805055803061,0.9950519175543847,50.08036204030052,50,COL,AUS
364,"('ES', 'CZ')",99.16476262636448,0.9995270533561953,0.9954957342672381,50.08012918031586,50,ESP,CZE
53,"('AU', 'NL')",99.16052460977491,0.999707320388151,0.9972145171742645,50.07886956347459,50,AUS,NLD
1167,"('SE', 'BE')",99.15647385247858,0.9999973125167216,0.9999794903829083,50.07822667143075,50,SWE,BEL
860,"('MX', 'CZ')",99.1649739729784,0.9989642394660257,0.9901295012751847,50.0775517371268,50,MEX,CZE
604,"('IS', 'DK')",99.16034045240065,0.9994236601053303,0.9945099158934592,50.07742518414705,50,ISL,DNK
1008,"('NZ', 'SK')",99.13823717542245,0.9997950593531685,0.998051077424445,50.06814412642345,50,NZL,SVK
1054,"('PL', 'DZ')",99.13894952004905,0.9993466444074242,0.9937755982331653,50.06636255914111,50,POL,DZA
35,"('AU', 'ES')",99.12202249164164,0.9998331334025874,0.9984141001282224,50.06021829588493,50,AUS,ESP
646,"('JP', 'PE')",99.11542920971199,0.9999048897722266,0.9990982719386086,50.0572637408253,50,JPN,PER
42,"('AU', 'IL')",99.11531946240062,0.9997413922770003,0.9975393806810794,50.05642942154085,50,AUS,ISR
138,"('BR', 'AT')",99.13667269511127,0.9974588814904497,0.9757764410993714,50.05622456810532,50,BRA,AUT
525,"('HU', 'SK')",99.10268550686587,0.9994231766137508,0.9945053059708704,50.04859540641837,50,HUN,SVK
932,"('NL', 'LU')",99.09330528343287,0.9998145510498173,0.9982369239137641,50.04577110367332,50,NLD,LUX
1460,"('ZA', 'CZ')",99.08948057204468,0.9995901888674187,0.9960977092170658,50.04278914063087,50,ZAF,CZE
1062,"('PT', 'CZ')",99.08585514849537,0.9997245330491454,0.9973786338581676,50.041616891176766,50,PRT,CZE
1361,"('US', 'ES')",99.08353330232441,0.9998129598053104,0.9982217519556431,50.040877527140026,50,USA,ESP
1377,"('US', 'MX')",99.09412793820266,0.9986783330169107,0.9874034835867797,50.04076571089472,50,USA,MEX
430,"('FR', 'IL')",99.08357668325506,0.9995750621013303,0.9959534808093018,50.03976508203218,50,FRA,ISR
28,"('AU', 'CA')",99.07748023061679,0.9999536339460113,0.9995630305348389,50.038521630575815,50,AUS,CAN
665,"('KE', 'BR')",99.08183756677145,0.9994481714059962,0.9947436225460642,50.03829059465876,50,KEN,BRA
389,"('ES', 'SE')",99.07641941988096,0.999868062021562,0.9987471322562174,50.03758327606859,50,ESP,SWE
64,"('AU', 'SE')",99.07759103645422,0.9997011954241494,0.9971561177913159,50.03737357712277,50,AUS,SWE
1037,"('PE', 'NZ')",99.07065455637779,0.9993671372621906,0.993970990413902,50.032312773395844,50,PER,NZL
66,"('AU', 'SK')",99.06425240738211,0.9999393564702658,0.9994268998125392,50.03183965359732,50,AUS,SVK
1169,"('SE', 'CA')",99.0659406760446,0.999747561478138,0.9975982018496008,50.0317694389471,50,SWE,CAN
366,"('ES', 'DZ')",99.06341982837377,0.9997136002790641,0.9972743937309607,50.030347111052365,50,ESP,DZA
656,"('JP', 'SK')",99.06364145293828,0.9996671881367956,0.9968318702370963,50.03023666158769,50,JPN,SVK
1392,"('US', 'SK')",99.05501201363924,0.9999595300675428,0.9996192479851185,50.02731563081218,50,USA,SVK
505,"('HU', 'CZ')",99.0556821674708,0.9996686131304087,0.99684545705127,50.026263812261035,50,HUN,CZE
834,"('MD', 'CZ')",99.05378292309763,0.9997451587736953,0.9975752929056746,50.025679108001654,50,MDA,CZE
63,"('AU', 'SC')",99.05226216900718,0.999775972825928,0.9978690940832898,50.02506563154523,50,AUS,SYC
808,"('LU', 'DZ')",99.04407333530014,0.9997732362148104,0.9978430014563625,50.02095816837825,50,LUX,DZA
33,"('AU', 'DK')",99.0393861583294,0.9999991931914662,0.9999974219568053,50.019691790143106,50,AUS,DNK
843,"('MD', 'NO')",99.0469271257824,0.9991684518968938,0.9920765951601308,50.019501860471266,50,MDA,NOR
514,"('HU', 'LU')",99.04016507783646,0.9992553024223503,0.9929046844507861,50.01653488114363,50,HUN,LUX
635,"('JP', 'IS')",99.03095035277946,0.9998179223068028,0.9982690676663901,50.01460971022292,50,JPN,ISL
56,"('AU', 'PE')",99.03164212591595,0.9995114343792879,0.9953468128019963,50.013494469358974,50,AUS,PER
206,"('CA', 'PL')",99.02877502737518,0.9995125435849361,0.9953573886887119,50.012066208031946,50,CAN,POL
291,"('CO', 'HU')",99.02130401227008,0.9998820275037105,0.998880288229025,50.010092150249555,50,COL,HUN
1186,"('SE', 'MD')",99.02751512269104,0.9991402741514527,0.9918079302428834,50.009661526466964,50,SWE,MDA
1475,"('ZA', 'PT')",99.0181058680523,0.9998656558182732,0.9987241899520221,50.008415029002165,50,ZAF,PRT
653,"('JP', 'SC')",99.01699776665812,0.9998305717811333,0.9983896759663456,50.007693721312236,50,JPN,SYC
945,"('NL', 'SC')",99.01788133053789,0.999483293214079,0.9950784966644304,50.00647991360116,50,NLD,SYC
794,"('LT', 'SK')",99.00525959920478,0.9999151893177616,0.9991964744919187,50.00222803684835,50,LTU,SVK
875,"('MX', 'NO')",99.0192208224149,0.9983875325892243,0.9846308035296408,50.00192581297227,50,MEX,NOR
941,"('NL', 'RO')",99.00191079232722,0.9997470769935641,0.9975935824591593,49.99975218739319,40,NLD,ROU
855,"('MX', 'BR')",99.00012201071151,0.9994426572283108,0.9946910467963608,49.997406528753935,40,MEX,BRA
948,"('NL', 'SK')",98.99736858227931,0.9996466768584168,0.9966363023936797,49.997002442336495,40,NLD,SVK
698,"('KE', 'SK')",99.00523679388257,0.9987132887716826,0.9877367744450827,49.99648678416383,40,KEN,SVK
1246,"('SK', 'MD')",98.99760666764584,0.9994997222570374,0.9952351418252751,49.99642090473556,40,SVK,MDA
605,"('IS', 'DZ')",98.98976083244662,0.9995440000373874,0.9956573149270395,49.99270907368683,40,ISL,DZA
1087,"('RO', 'HU')",98.99035059020153,0.9993227764786035,0.9935480259053909,49.991949308053464,40,ROU,HUN
82,"('BE', 'PL')",98.98502447668078,0.9997676695900765,0.9977899256424506,49.991407201161614,40,BEL,POL
1001,"('NZ', 'PL')",98.98422334182406,0.9996104746480448,0.9962911270185213,49.99025723442129,40,NZL,POL
647,"('JP', 'PL')",98.9847021177131,0.9990727221380088,0.9911638454938146,49.98793298160346,40,JPN,POL
966,"('NO', 'IS')",98.98346484686607,0.9991538400834548,0.9919372766452182,49.987701061755644,40,NOR,ISL
986,"('NZ', 'DK')",98.97614462403263,0.9998565096914365,0.9986369848413482,49.98739080443699,40,NZL,DNK
695,"('KE', 'SC')",98.9812589121755,0.9988766724160204,0.9892945801743321,49.98527674617492,40,KEN,SYC
918,"('NL', 'DZ')",98.97380979525775,0.9995877872646277,0.9960748107770028,49.98494230301738,40,NLD,DZA
37,"('AU', 'FR')",98.97001095408275,0.99983366982433,0.9984192147213463,49.98421508440205,40,AUS,FRA
609,"('IS', 'PL')",98.97850470921374,0.9988906444448116,0.9894277985670809,49.98396625389041,40,ISL,POL
25,"('AU', 'AT')",98.97369931951944,0.9993580648425052,0.993884488075058,49.98379190379725,40,AUS,AUT
765,"('LT', 'DK')",98.9635524273979,0.9998537389794936,0.9986105670750154,49.98108149723646,40,LTU,DNK
784,"('LT', 'PE')",98.96046618010479,0.9996568885912606,0.9967336676837861,49.978599923894286,40,LTU,PER
51,"('AU', 'MX')",98.96983022733498,0.9986581594196337,0.9872111354142005,49.97852068137459,40,AUS,MEX
1231,"('SK', 'BR')",98.97350211168356,0.9981614601776787,0.982475282398022,49.97798869704079,40,SVK,BRA
198,"('CA', 'DK')",98.95304130156501,0.9999544407545451,0.9995707231711575,49.976306012368084,40,CAN,DNK
1074,"('RO', 'BE')",98.94801770958863,0.9997382645462841,0.9975095588659951,49.97276363422731,40,ROU,BEL
76,"('BE', 'DK')",98.92610998371796,0.9996993147494048,0.9971381862174189,49.96162408496769,40,BEL,DNK
428,"('FR', 'HU')",98.92959150400486,0.9991962029083464,0.9923411913185071,49.96096634766168,40,FRA,HUN
831,"('MD', 'BR')",98.93410935829263,0.9986617379206413,0.9872452551658708,49.96067730672925,40,MDA,BRA
785,"('LT', 'PL')",98.92532025710256,0.9993207233189748,0.9935284497486371,49.9594243534256,40,LTU,POL
297,"('CO', 'KE')",98.91605869020864,0.9991721396616423,0.9921117567032373,49.95408522345594,40,COL,KEN
884,"('MX', 'SE')",98.90367465309409,0.998359354843783,0.9843621386123924,49.94401839585324,40,MEX,SWE
836,"('MD', 'DZ')",98.89060267873907,0.9995586118508265,0.995796633441952,49.94319965609051,40,MDA,DZA
46,"('AU', 'KE')",98.89785301478614,0.9986526452419484,0.9871585596644981,49.942505787225315,40,AUS,KEN
1083,"('RO', 'ES')",98.88407470158727,0.9998728900080004,0.9987931654131161,49.94143393350019,40,ROU,ESP
690,"('KE', 'PL')",98.89541112439997,0.9981188227728959,0.9820687497018011,49.93873993705088,40,KEN,POL
849,"('MD', 'SC')",98.87236952369084,0.9996631059013752,0.9967929475545244,49.93458123562268,40,MDA,SYC
903,"('MY', 'PT')",98.87165487449637,0.999350903394492,0.993816206180686,49.93273554033853,40,MYS,PRT
911,"('NL', 'BR')",98.88211445009327,0.9978081370360956,0.9791064701985789,49.93061046014592,40,NLD,BRA
1241,"('SK', 'IL')",98.85158985197175,0.9998020358067345,0.9981175954616641,49.92485372371671,40,SVK,ISR
921,"('NL', 'FR')",98.82217368868238,0.9998736505638212,0.998800417046043,49.91048705286421,40,NLD,FRA
1383,"('US', 'PL')",98.82471778281956,0.9994460039336704,0.9947229564578477,49.909720369638706,40,USA,POL
1160,"('SC', 'AT')",98.8260674120824,0.9991340376684332,0.991748467565224,49.90890793982381,40,SYC,AUT
624,"('JP', 'DK')",98.81081022053468,0.9996057377985276,0.996245962820193,49.90352809167744,40,JPN,DNK
1359,"('US', 'DK')",98.80513471359055,0.9999790195941892,0.999805073784226,49.90246989368739,40,USA,DNK
318,"('CO', 'SK')",98.79983741260672,0.9995411491100403,0.9956301323349693,49.89773377247084,40,COL,SVK
1370,"('US', 'IS')",98.78563847716424,0.9994446405111411,0.9947099567023571,49.890174216933296,40,USA,ISL
571,"('IL', 'SC')",98.77545963979166,0.9999654194510723,0.9996754011909135,49.88756752049129,40,ISR,SYC
1095,"('RO', 'MD')",98.77916923288758,0.9993993221218902,0.9942778617597966,49.88672354732369,40,ROU,MDA
